Gene	Transcript	Num_HC_uORFs	Num_HC_oORFs	Possible_uAUG_creating_SNVs	Possible_stop_removing_SNVs	HC_uAUG_creating_SNVs	HC_stop_removing_SNVs	LOEUF	ClinGen_haplo_score	ClinVar_HC_pathogenic_LoFs	Gene_class	Gene_likelihood
PDZD4	ENST00000164640	1	0	4	8	3	8	4.0000e-01	NA	0	6	Moderate
RP11-404L6.2	ENST00000520762	2	0	34	24	7	8	1.8620e+00	NA	0	5	Low
AL021546.6	ENST00000551806	0	0	0	0	0	0	1.6530e+00	NA	0	0	Unknown
FAM193B	ENST00000514747	0	0	2	0	2	0	2.7500e-01	NA	0	7	High
PSMB1	ENST00000262193	0	0	14	0	4	0	2.7600e-01	NA	0	7	High
VIPR1	ENST00000325123	0	0	7	0	5	0	1.7300e+00	NA	0	5	Low
TXN	ENST00000374517	0	0	21	0	10	0	9.2300e-01	NA	0	6	Moderate
EXOSC6	ENST00000435634	0	0	4	0	3	0	1.2820e+00	NA	0	6	Moderate
ACTA2	ENST00000458208	0	0	40	0	1	0	3.6400e-01	0	0	7	High
SP5	ENST00000375281	0	0	13	8	8	0	5.9500e-01	NA	0	6	Moderate
AC110781.3	ENST00000402221	0	2	22	0	5	0	1.8670e+00	NA	0	3	Low
ANKRD1	ENST00000371697	1	0	29	8	9	8	1.3360e+00	NA	0	6	Moderate
ATP6V1D	ENST00000216442	5	0	76	48	9	0	8.9400e-01	NA	0	6	Moderate
DDR1	ENST00000376575	2	1	27	11	2	3	5.8400e-01	NA	0	3	Low
PTGS1	ENST00000362012	0	0	0	0	0	0	7.8300e-01	NA	0	1	Unknown
RNF157	ENST00000269391	0	0	4	0	4	0	7.4000e-01	NA	0	6	Moderate
PMEPA1	ENST00000341744	0	0	12	0	4	0	3.4300e-01	NA	0	7	High
DCC	ENST00000442544	1	0	84	40	19	8	2.8300e-01	NA	0	7	High
SPAG7	ENST00000206020	0	0	5	0	2	0	1.0000e+00	NA	0	6	Moderate
FBXO18	ENST00000379999	1	0	16	8	7	8	4.7900e-01	NA	0	6	Moderate
TACO1	ENST00000258975	0	0	26	0	3	0	1.0880e+00	NA	0	8	High
ZNF112	ENST00000337401	0	0	5	0	3	0	5.1200e-01	NA	0	6	Moderate
UBE3C	ENST00000348165	1	0	34	8	13	8	1.8300e-01	NA	0	7	High
HOXC6	ENST00000243108	0	0	30	0	8	0	5.9900e-01	NA	0	6	Moderate
LRP2BP	ENST00000328559	10	0	121	94	6	8	9.7000e-01	NA	0	6	Moderate
PDSS2	ENST00000369037	1	0	34	8	14	0	1.1330e+00	30	0	6	Moderate
ATE1	ENST00000369043	0	0	8	0	3	0	4.7900e-01	NA	0	6	Moderate
RBFA	ENST00000306735	0	0	9	0	3	0	1.1430e+00	NA	0	6	Moderate
SNRNP27	ENST00000244227	6	0	55	55	5	0	1.0120e+00	NA	0	6	Moderate
ARAF	ENST00000377045	2	0	29	16	2	16	3.3000e-01	NA	0	7	High
PLA2G2E	ENST00000375116	0	0	5	0	1	0	1.7360e+00	NA	0	5	Low
KLF10	ENST00000285407	1	0	26	8	7	8	8.6500e-01	NA	0	6	Moderate
AC006486.1	ENST00000378108	0	0	11	0	5	0	1.8440e+00	NA	0	5	Low
ASCL1	ENST00000266744	0	0	75	0	4	0	5.9500e-01	NA	0	6	Moderate
TSNAXIP1	ENST00000388833	4	0	31	29	3	0	1.5100e+00	NA	0	6	Moderate
FAM131B	ENST00000443739	1	0	8	5	6	5	2.5600e-01	NA	0	7	High
IFNA10	ENST00000357374	0	0	7	0	3	0	NA	NA	0	6	Moderate
NUP43	ENST00000340413	0	0	0	0	0	0	8.4000e-01	NA	0	1	Unknown
L1TD1	ENST00000498273	0	0	39	8	2	0	1.3280e+00	NA	0	6	Moderate
NMD3	ENST00000460469	2	0	58	13	2	0	8.2100e-01	NA	0	6	Moderate
C18orf54	ENST00000300091	1	0	50	8	4	8	1.1550e+00	NA	0	6	Moderate
PHOSPHO1	ENST00000413580	2	1	39	13	1	5	7.6500e-01	NA	0	3	Low
LARP4B	ENST00000316157	0	0	5	0	4	0	1.5800e-01	NA	0	7	High
RAG2	ENST00000311485	0	0	20	0	9	0	7.9200e-01	30	0	6	Moderate
RRNAD1	ENST00000368216	1	0	79	8	11	0	1.2130e+00	NA	0	6	Moderate
EMILIN3	ENST00000332312	0	0	8	0	6	0	8.2700e-01	NA	0	6	Moderate
VPS13C	ENST00000261517	0	0	4	0	1	0	6.7700e-01	NA	0	6	Moderate
METTL3	ENST00000298717	0	0	20	0	5	0	7.9400e-01	NA	0	6	Moderate
REXO2	ENST00000265881	0	0	20	0	11	0	7.7100e-01	NA	0	6	Moderate
ANXA4	ENST00000394295	0	0	28	0	0	0	1.0160e+00	NA	0	2	Low
CA1	ENST00000523953	9	0	145	73	5	8	1.6820e+00	NA	0	5	Low
DCP1B	ENST00000280665	0	0	11	0	6	0	1.0550e+00	NA	0	6	Moderate
CEP112	ENST00000392769	0	0	35	0	17	0	1.1270e+00	NA	0	6	Moderate
TULP3	ENST00000397132	0	0	6	0	5	0	8.7900e-01	NA	0	6	Moderate
ATP2A2	ENST00000539276	0	0	12	0	10	0	2.4600e-01	NA	0	7	High
ATIC	ENST00000236959	0	0	36	0	7	0	1.2480e+00	NA	0	8	High
ADAM15	ENST00000356955	0	0	8	0	4	0	8.6400e-01	NA	0	6	Moderate
NPL	ENST00000367553	1	0	3	5	1	5	1.1370e+00	NA	0	6	Moderate
LGR4	ENST00000379214	3	0	44	24	13	24	3.8200e-01	NA	0	6	Moderate
UEVLD	ENST00000396197	0	0	1	0	1	0	9.1800e-01	NA	0	6	Moderate
GAB1	ENST00000262995	0	0	50	0	15	0	4.3900e-01	NA	0	6	Moderate
SNAI2	ENST00000396822	1	0	36	8	5	8	4.9400e-01	NA	0	6	Moderate
ZGPAT	ENST00000328969	0	0	10	0	6	0	7.7700e-01	NA	0	6	Moderate
C3orf38	ENST00000318887	0	0	39	5	13	0	1.0200e+00	NA	0	6	Moderate
SCAF11	ENST00000369367	0	0	18	8	4	8	1.9300e-01	NA	0	7	High
DEFB110	ENST00000371148	0	0	6	0	2	0	1.9180e+00	NA	0	5	Low
DLEU1	ENST00000378180	0	1	36	8	4	0	1.4840e+00	NA	0	3	Low
ZMYM6	ENST00000357182	1	0	35	10	1	5	6.9300e-01	NA	0	6	Moderate
UBE2Q1	ENST00000292211	0	0	2	0	0	0	1.9000e-01	NA	0	2	Low
JPH3	ENST00000284262	0	0	21	0	4	0	2.0200e-01	NA	0	7	High
FAM132B	ENST00000546354	0	0	0	0	0	0	1.2770e+00	NA	0	0	Unknown
TADA2B	ENST00000310074	0	0	12	0	5	0	4.8600e-01	NA	0	6	Moderate
PXK	ENST00000356151	0	0	4	0	0	0	4.7900e-01	NA	0	2	Low
DEFB136	ENST00000382209	0	0	0	0	0	0	1.8910e+00	NA	0	0	Unknown
SLC25A48	ENST00000412661	1	0	8	8	5	0	1.6830e+00	NA	0	5	Low
DENND2D	ENST00000357640	1	0	32	8	9	0	6.3700e-01	NA	0	6	Moderate
FAM180A	ENST00000338588	0	0	39	8	10	0	1.5750e+00	NA	0	6	Moderate
BAX	ENST00000293288	0	0	0	0	0	0	7.5100e-01	NA	0	0	Unknown
CP	ENST00000264613	1	0	42	13	8	8	6.4600e-01	30	0	6	Moderate
RPL37	ENST00000274242	0	0	20	0	6	0	9.6400e-01	NA	0	6	Moderate
G6PC3	ENST00000269097	0	0	30	0	23	0	1.0310e+00	NA	0	6	Moderate
NCOA4	ENST00000452682	2	1	37	24	1	8	7.0300e-01	NA	0	3	Low
LRRC14	ENST00000292524	0	1	19	0	2	0	1.0340e+00	NA	0	3	Low
METTL21C	ENST00000267273	0	0	0	0	0	0	1.4490e+00	NA	0	1	Unknown
GALNT16	ENST00000337827	1	0	28	16	13	0	5.8800e-01	NA	0	6	Moderate
GORASP1	ENST00000319283	6	0	120	39	18	0	6.7500e-01	NA	0	6	Moderate
MSANTD2	ENST00000239614	0	0	16	0	14	0	3.7400e-01	NA	0	6	Moderate
CYP24A1	ENST00000216862	0	0	35	8	5	0	1.5420e+00	30	0	6	Moderate
FCHO2	ENST00000430046	0	0	11	0	10	0	2.2200e-01	NA	0	7	High
FXYD3	ENST00000604255	0	0	20	0	10	0	1.3130e+00	NA	0	6	Moderate
SMARCAL1	ENST00000357276	3	0	42	26	1	10	6.1100e-01	NA	0	8	High
BPIFB3	ENST00000375494	0	0	0	0	0	0	1.2510e+00	NA	0	0	Unknown
ABCB8	ENST00000358849	1	1	3	5	0	0	1.0810e+00	NA	0	2	Low
PRDM7	ENST00000449207	0	0	0	0	0	0	1.4160e+00	NA	0	1	Unknown
AHSP	ENST00000302312	0	0	16	0	7	0	1.9560e+00	NA	0	5	Low
USH1C	ENST00000005226	0	0	0	0	0	0	8.8800e-01	30	2	0	Unknown
SRF	ENST00000265354	1	0	28	8	12	8	3.0000e-01	NA	0	7	High
DNAH5	ENST00000265104	0	0	15	8	6	0	6.9500e-01	30	10	8	High
MAL2	ENST00000276681	0	0	6	0	5	0	1.1020e+00	NA	0	6	Moderate
TUBB4A	ENST00000264071	0	0	33	0	13	0	6.7400e-01	0	0	6	Moderate
PGPEP1	ENST00000269919	0	0	8	0	4	0	9.5400e-01	NA	0	6	Moderate
SIN3B	ENST00000379803	0	0	0	0	0	0	1.9500e-01	NA	0	1	Unknown
AC174470.1	ENST00000457257	2	2	104	21	30	0	1.0450e+00	NA	0	3	Low
SEMA3C	ENST00000265361	2	0	57	21	1	0	5.1600e-01	NA	0	6	Moderate
GRAMD3	ENST00000513040	0	0	30	8	12	0	1.1420e+00	NA	0	6	Moderate
FBXO10	ENST00000432825	0	0	5	0	1	0	6.4800e-01	NA	0	6	Moderate
OR5D13	ENST00000361760	0	0	0	0	0	0	NA	NA	0	0	Unknown
EVX2	ENST00000308618	0	0	21	0	9	0	6.7600e-01	0	0	6	Moderate
CACNA1I	ENST00000402142	0	0	0	0	0	0	2.0200e-01	NA	0	0	Unknown
TP63	ENST00000264731	0	0	21	0	2	0	2.6700e-01	1	0	8	High
S100A13	ENST00000368699	6	0	61	38	3	16	1.6720e+00	NA	0	5	Low
ANXA11	ENST00000438331	1	0	65	8	5	8	9.8000e-01	NA	0	6	Moderate
WDR66	ENST00000288912	7	0	134	63	4	8	7.1800e-01	NA	0	6	Moderate
CSF2RB	ENST00000403662	2	0	32	13	5	13	4.4100e-01	30	0	6	Moderate
IFI44	ENST00000370747	0	0	9	0	3	0	1.4960e+00	NA	0	6	Moderate
LINC01124	ENST00000409786	0	0	14	0	7	0	NA	NA	0	6	Moderate
ANKRD23	ENST00000318357	0	0	5	0	4	0	1.8780e+00	NA	0	5	Low
ATP5G1	ENST00000393366	0	0	16	0	4	0	8.9100e-01	NA	0	6	Moderate
DACT1	ENST00000335867	0	0	2	0	1	0	4.6700e-01	NA	0	6	Moderate
PPWD1	ENST00000261308	0	1	10	0	3	0	6.5000e-01	NA	0	3	Low
AC114494.1	ENST00000596131	0	0	0	0	0	0	1.9040e+00	NA	0	0	Unknown
DNAJC13	ENST00000260818	1	0	32	8	4	0	1.9700e-01	NA	0	7	High
PAH	ENST00000553106	1	0	57	8	3	8	1.5020e+00	30	22	8	High
PTCH2	ENST00000372192	1	0	9	5	2	5	8.5000e-01	NA	0	6	Moderate
TRMU	ENST00000290846	0	0	34	0	13	0	1.5610e+00	30	0	6	Moderate
SMIM18	ENST00000517349	0	0	24	0	7	0	1.6620e+00	NA	0	5	Low
USP3	ENST00000380324	0	0	6	0	4	0	1.5600e-01	NA	0	7	High
CCDC9	ENST00000221922	0	0	28	0	10	0	7.3300e-01	NA	0	6	Moderate
DCLRE1C	ENST00000378278	0	0	3	0	3	0	7.1100e-01	30	0	6	Moderate
FRMD4B	ENST00000398540	0	0	11	0	7	0	3.4900e-01	NA	0	7	High
CYP2R1	ENST00000334636	0	0	5	0	4	0	1.1860e+00	NA	0	6	Moderate
RFPL1	ENST00000354373	2	1	24	16	7	8	1.6860e+00	NA	0	3	Low
XPO5	ENST00000265351	0	0	18	0	8	0	2.5300e-01	NA	0	7	High
C3orf67	ENST00000295966	2	0	13	8	3	0	9.2500e-01	NA	0	6	Moderate
OSBPL5	ENST00000263650	0	0	10	0	5	0	5.5500e-01	0	0	6	Moderate
MMP9	ENST00000372330	0	0	1	0	0	0	1.2060e+00	NA	0	2	Low
DHRS2	ENST00000344777	1	0	69	21	7	0	1.4810e+00	NA	0	6	Moderate
EXOC6	ENST00000260762	0	0	0	0	0	0	5.9300e-01	NA	0	1	Unknown
RPS27	ENST00000368567	0	0	4	0	2	0	6.4000e-01	NA	0	6	Moderate
FAM166A	ENST00000344774	0	0	7	0	4	0	1.6570e+00	NA	0	5	Low
MSRB1	ENST00000361871	0	0	17	0	13	0	1.1270e+00	NA	0	6	Moderate
PNCK	ENST00000447676	1	0	34	8	7	8	1.0960e+00	NA	0	6	Moderate
AACS	ENST00000316519	0	0	11	0	3	0	1.0880e+00	NA	0	6	Moderate
CLMP	ENST00000448775	1	0	23	8	7	8	1.0030e+00	30	0	8	High
FSTL1	ENST00000295633	1	0	39	5	19	5	3.7900e-01	NA	0	6	Moderate
SLMAP	ENST00000295951	7	0	130	69	4	8	2.4000e-01	NA	0	7	High
FAM219A	ENST00000445726	0	0	26	0	11	0	7.6700e-01	NA	0	6	Moderate
HAUS2	ENST00000260372	0	0	7	0	7	0	1.5130e+00	NA	0	6	Moderate
SAMD4A	ENST00000392067	0	0	0	0	0	0	2.1800e-01	NA	0	0	Unknown
ABRA	ENST00000311955	0	0	7	0	4	0	1.1720e+00	NA	0	6	Moderate
SMARCD3	ENST00000262188	1	0	42	8	4	0	4.6600e-01	NA	0	6	Moderate
A4GNT	ENST00000236709	0	0	39	5	12	0	7.3900e-01	NA	0	6	Moderate
PKNOX2	ENST00000298282	0	0	48	24	1	8	2.7200e-01	NA	0	7	High
RALYL	ENST00000517638	0	1	12	0	5	0	5.4100e-01	NA	0	3	Low
FAM187A	ENST00000331733	11	0	130	81	2	0	1.3920e+00	NA	0	6	Moderate
BBOX1	ENST00000263182	2	0	53	13	0	0	1.4770e+00	NA	0	2	Low
C10orf25	ENST00000298298	0	0	3	0	2	0	1.9480e+00	NA	0	5	Low
XDH	ENST00000379416	0	0	6	0	0	0	8.5700e-01	30	0	2	Low
GCSH	ENST00000315467	0	0	6	0	2	0	1.4230e+00	30	0	6	Moderate
EDN1	ENST00000379375	0	0	36	0	6	0	6.3500e-01	NA	0	8	High
MTERF	ENST00000351870	0	1	10	0	4	0	1.2610e+00	NA	0	3	Low
CLK4	ENST00000316308	0	0	26	0	19	0	6.8100e-01	NA	0	6	Moderate
ZNF799	ENST00000430385	0	0	24	0	11	0	1.5670e+00	NA	0	6	Moderate
CXCR4	ENST00000409817	3	0	45	21	3	0	1.0520e+00	NA	0	6	Moderate
KCNG1	ENST00000371571	1	0	23	8	10	8	7.5300e-01	NA	0	6	Moderate
PTPRR	ENST00000283228	2	0	50	16	6	0	6.9800e-01	NA	0	6	Moderate
IRAK1	ENST00000369980	0	1	0	0	0	0	2.8500e-01	NA	0	1	Unknown
TMSB10	ENST00000233143	0	0	16	0	9	0	1.9180e+00	NA	0	5	Low
CXCL3	ENST00000296026	0	0	4	0	0	0	1.8480e+00	NA	0	2	Low
ESYT1	ENST00000541590	0	0	4	0	2	0	6.2200e-01	NA	0	6	Moderate
TMC4	ENST00000376591	0	0	14	0	8	0	1.0050e+00	NA	0	6	Moderate
OR7A10	ENST00000248058	0	0	0	0	0	0	1.9180e+00	NA	0	0	Unknown
STYK1	ENST00000075503	2	0	76	21	14	16	1.1860e+00	NA	0	6	Moderate
CHRNA10	ENST00000250699	0	0	10	0	6	0	1.4290e+00	NA	0	6	Moderate
CCNI	ENST00000237654	3	0	24	18	9	0	4.3200e-01	NA	0	6	Moderate
EP300	ENST00000263253	2	0	112	16	4	8	9.9000e-02	3	0	8	High
SMIM17	ENST00000598409	0	0	21	0	15	0	1.6200e+00	NA	0	5	Low
HIC2	ENST00000443632	0	1	11	0	4	0	1.7800e-01	NA	0	3	Low
OR2W1	ENST00000377175	0	0	10	0	3	0	1.1320e+00	NA	0	6	Moderate
KCNA6	ENST00000433855	1	0	97	8	9	0	5.2600e-01	NA	0	6	Moderate
TRIM74	ENST00000285805	3	4	3	0	2	0	1.2730e+00	NA	0	3	Low
ATP5G2	ENST00000394349	0	0	13	0	7	0	1.6590e+00	NA	0	5	Low
COPRS	ENST00000302362	0	0	12	0	9	0	8.3200e-01	NA	0	6	Moderate
REEP6	ENST00000233596	0	0	9	0	6	0	1.4950e+00	NA	0	6	Moderate
CDK14	ENST00000265741	0	0	26	16	5	0	9.5000e-01	NA	0	6	Moderate
ERG	ENST00000417133	1	1	25	16	1	16	3.2900e-01	NA	0	3	Low
TMEM42	ENST00000302392	0	0	7	0	6	0	1.4020e+00	NA	0	6	Moderate
EFCAB9	ENST00000398186	0	0	0	0	0	0	1.7570e+00	NA	0	1	Unknown
PARN	ENST00000437198	0	0	12	0	4	0	5.1900e-01	NA	0	6	Moderate
SOD2	ENST00000538183	0	0	13	0	4	0	7.5300e-01	NA	0	6	Moderate
CYTH1	ENST00000361101	0	0	2	0	2	0	1.2200e-01	NA	0	7	High
DIRAS1	ENST00000323469	0	0	3	0	2	0	9.6200e-01	NA	0	6	Moderate
PNPT1	ENST00000447944	0	0	12	0	4	0	4.7500e-01	NA	0	8	High
CABS1	ENST00000273936	0	0	10	0	5	0	1.3400e+00	NA	0	6	Moderate
DEFB133	ENST00000398721	0	0	0	0	0	0	1.8970e+00	NA	0	0	Unknown
PDE1C	ENST00000396193	2	0	63	24	10	0	6.9900e-01	NA	0	6	Moderate
RP11-111M22.2	ENST00000321844	1	0	73	26	8	13	1.5060e+00	NA	0	6	Moderate
SEMA4D	ENST00000450295	7	0	130	47	1	0	3.1400e-01	NA	0	7	High
AGPAT1	ENST00000395499	7	1	114	58	7	8	3.0700e-01	NA	0	3	Low
NOSTRIN	ENST00000444448	4	0	73	26	2	8	1.0940e+00	NA	0	6	Moderate
MAP3K3	ENST00000361357	2	0	19	16	5	8	3.0200e-01	NA	0	7	High
NINL	ENST00000278886	0	1	7	0	6	0	1.0920e+00	NA	0	3	Low
MAX	ENST00000358664	0	0	17	0	5	0	4.6200e-01	NA	3	7	High
CAPS	ENST00000222125	0	0	0	0	0	0	1.7930e+00	NA	0	1	Unknown
OSBPL8	ENST00000261183	3	0	52	26	6	10	4.1600e-01	NA	0	6	Moderate
SERPINA12	ENST00000341228	6	2	104	55	7	8	1.5010e+00	NA	0	3	Low
NR4A2	ENST00000339562	0	0	37	7	9	0	1.3300e-01	NA	0	7	High
LONP1	ENST00000360614	1	1	14	8	2	8	2.4400e-01	NA	0	3	Low
PPCS	ENST00000372561	0	0	1	0	1	0	9.6600e-01	NA	0	6	Moderate
SLC25A52	ENST00000269205	3	1	20	15	1	10	1.7600e+00	NA	0	3	Low
TMEM132E	ENST00000321639	0	0	33	8	10	0	6.4400e-01	NA	0	6	Moderate
FFAR3	ENST00000327809	2	0	30	16	12	8	1.8770e+00	NA	0	5	Low
SCYL3	ENST00000367772	0	0	30	0	10	0	4.2100e-01	NA	0	6	Moderate
FIBCD1	ENST00000372338	0	0	8	0	3	0	1.5910e+00	NA	0	5	Low
TCEANC2	ENST00000234827	0	0	18	0	5	0	1.6660e+00	NA	0	5	Low
C15orf41	ENST00000566621	0	0	31	0	18	0	1.0550e+00	30	0	6	Moderate
DMC1	ENST00000216024	0	0	29	0	7	0	7.7100e-01	NA	0	6	Moderate
C20orf27	ENST00000217195	1	0	22	8	17	0	1.2930e+00	NA	0	4	Low
RPS6KA5	ENST00000261991	0	0	14	0	9	0	2.4200e-01	NA	0	7	High
FAHD1	ENST00000382666	1	0	22	8	5	8	1.9670e+00	NA	0	5	Low
HMX1	ENST00000400677	0	0	11	0	4	0	6.9900e-01	NA	0	8	High
DHRS11	ENST00000251312	0	0	20	0	7	0	1.3280e+00	NA	0	6	Moderate
CMPK2	ENST00000256722	0	0	0	0	0	0	1.4390e+00	NA	0	0	Unknown
BRCA1	ENST00000471181	0	0	34	0	13	0	9.1500e-01	3	2237	8	High
SLC12A4	ENST00000422611	0	0	4	0	2	0	6.7900e-01	NA	0	6	Moderate
SLK	ENST00000369755	0	0	43	0	12	0	3.4800e-01	NA	0	7	High
NOXO1	ENST00000397280	0	0	0	0	0	0	1.6190e+00	NA	0	1	Unknown
BAZ1B	ENST00000339594	0	0	28	8	9	0	1.0900e-01	NA	0	7	High
SLCO2B1	ENST00000289575	0	0	63	8	3	0	6.6700e-01	NA	0	6	Moderate
BBS12	ENST00000542236	1	1	57	21	3	5	9.6300e-01	30	3	3	Low
LRGUK	ENST00000285928	0	0	4	0	0	0	9.3900e-01	NA	0	2	Low
TERF2IP	ENST00000300086	0	0	10	0	4	0	1.1430e+00	NA	0	6	Moderate
COL1A1	ENST00000225964	0	0	11	13	0	0	1.0500e-01	3	14	2	Low
GRK5	ENST00000392870	2	0	30	16	4	0	3.8200e-01	NA	0	6	Moderate
AP1S2	ENST00000329235	0	0	4	0	2	0	4.5400e-01	3	0	8	High
CORO7-PAM16	ENST00000572467	0	0	0	0	0	0	9.3800e-01	NA	0	1	Unknown
TMEM52	ENST00000310991	0	0	0	0	0	0	1.6140e+00	NA	0	1	Unknown
CA11	ENST00000084798	3	0	118	29	19	0	7.9000e-01	NA	0	6	Moderate
OR4A15	ENST00000314706	0	0	0	0	0	0	NA	NA	0	0	Unknown
ACBD3	ENST00000366812	0	0	9	0	3	0	5.3900e-01	NA	0	6	Moderate
PRDM2	ENST00000235372	11	1	125	100	9	8	2.2200e-01	NA	0	3	Low
SPAG11B	ENST00000398462	0	1	0	0	0	0	1.8590e+00	NA	0	1	Unknown
SEL1L3	ENST00000399878	0	0	10	0	3	0	4.1500e-01	NA	0	6	Moderate
AP001652.1	ENST00000454512	0	0	2	0	2	0	1.5180e+00	NA	0	6	Moderate
FOXP3	ENST00000376207	0	0	27	0	14	0	1.9500e-01	NA	0	8	High
SMYD3	ENST00000388985	0	0	0	0	0	0	8.9900e-01	NA	0	0	Unknown
LGI2	ENST00000382114	0	1	6	0	4	0	8.9400e-01	NA	0	3	Low
WDR45	ENST00000356463	1	0	63	8	9	0	2.1000e-01	3	5	8	High
ANKRD6	ENST00000522441	5	0	95	74	2	0	9.0800e-01	NA	0	6	Moderate
SHROOM1	ENST00000378679	4	0	101	29	2	8	5.4100e-01	NA	0	6	Moderate
PYY	ENST00000360085	2	0	79	15	18	5	1.7050e+00	NA	0	5	Low
KCNC1	ENST00000265969	2	1	84	8	27	5	2.6200e-01	NA	0	3	Low
ARHGEF9	ENST00000253401	5	1	89	53	2	16	1.5100e-01	2	0	3	Low
OR8J1	ENST00000303039	0	0	2	0	1	0	1.9050e+00	NA	0	5	Low
GPR55	ENST00000392040	2	0	36	16	2	0	1.7070e+00	NA	0	5	Low
VWA5A	ENST00000456829	1	0	27	8	4	0	1.4630e+00	NA	0	6	Moderate
C2CD3	ENST00000313663	0	1	33	0	6	0	6.4400e-01	NA	0	3	Low
CNPY4	ENST00000262932	0	0	10	5	0	0	1.7640e+00	NA	0	2	Low
NAT8L	ENST00000423729	0	0	0	0	0	0	4.5700e-01	30	0	0	Unknown
DUSP4	ENST00000240100	1	0	33	8	2	0	4.1900e-01	NA	0	6	Moderate
FOXM1	ENST00000342628	0	1	13	0	5	0	5.9100e-01	NA	0	3	Low
GRAMD2	ENST00000309731	0	0	1	0	0	0	1.3570e+00	NA	0	2	Low
ZBTB48	ENST00000377674	0	0	21	0	10	0	6.4400e-01	NA	0	6	Moderate
BUD31	ENST00000403633	2	0	68	21	9	0	8.6700e-01	NA	0	6	Moderate
FAM174A	ENST00000312637	1	0	20	8	5	8	1.7960e+00	NA	0	5	Low
PABPC5	ENST00000312600	0	0	21	0	6	0	4.1300e-01	NA	0	6	Moderate
CCDC41	ENST00000397809	1	0	74	21	5	0	8.9400e-01	NA	0	6	Moderate
BPIFB2	ENST00000170150	0	0	24	0	8	0	1.2860e+00	NA	0	6	Moderate
FBXO11	ENST00000403359	0	0	11	0	1	0	9.7000e-02	NA	0	7	High
PSMG4	ENST00000419065	0	0	7	0	7	0	1.8060e+00	NA	0	5	Low
AMY1B	ENST00000330330	0	0	0	0	0	0	1.9330e+00	NA	0	1	Unknown
RFXAP	ENST00000255476	0	0	14	0	2	0	9.7800e-01	NA	0	6	Moderate
C6orf15	ENST00000259870	0	0	0	0	0	0	1.2220e+00	NA	0	1	Unknown
CDK8	ENST00000381527	1	0	48	16	13	8	4.1800e-01	NA	0	6	Moderate
ALG2	ENST00000476832	0	0	8	0	5	0	1.1750e+00	30	0	8	High
PPP1R3D	ENST00000370996	0	0	48	0	16	0	1.5270e+00	NA	0	6	Moderate
TPM3	ENST00000368530	2	0	22	16	2	8	6.9100e-01	NA	0	6	Moderate
SYT13	ENST00000020926	0	0	10	0	3	0	4.5900e-01	NA	0	6	Moderate
EPB42	ENST00000300215	2	1	65	16	13	0	7.7300e-01	30	0	3	Low
CETN3	ENST00000283122	0	0	24	0	6	0	1.4090e+00	NA	0	6	Moderate
CDK1	ENST00000395284	0	0	20	0	5	0	2.0700e-01	NA	0	7	High
NTHL1	ENST00000219066	0	1	0	0	0	0	1.5950e+00	NA	0	1	Unknown
POLR2B	ENST00000381227	1	0	56	8	3	0	3.4400e-01	NA	0	7	High
RPS28	ENST00000600659	0	0	0	0	0	0	7.9600e-01	NA	0	1	Unknown
CSNK2B-LY6G5B-1181	ENST00000375880	0	0	0	0	0	0	8.3000e-01	NA	0	1	Unknown
P2RX3	ENST00000263314	0	0	3	0	0	0	9.3200e-01	NA	0	2	Low
LYZL4	ENST00000287748	1	0	40	24	18	0	7.4300e-01	NA	0	6	Moderate
WBP4	ENST00000379487	1	0	49	8	17	0	1.0180e+00	NA	0	6	Moderate
PMM1	ENST00000216259	0	0	7	0	2	0	1.1710e+00	NA	0	6	Moderate
CBLL1	ENST00000440859	1	0	45	8	10	0	1.4500e-01	NA	0	7	High
IL1F10	ENST00000393197	1	0	59	8	2	0	1.8500e+00	NA	0	5	Low
VAX2	ENST00000234392	0	0	3	0	3	0	1.0260e+00	NA	0	6	Moderate
SETDB1	ENST00000271640	0	0	19	0	3	0	2.0100e-01	NA	0	7	High
GCLM	ENST00000370238	0	0	10	0	4	0	2.1600e-01	NA	0	7	High
CPEB3	ENST00000265997	1	1	12	8	5	8	2.2700e-01	NA	0	3	Low
PPM1A	ENST00000325642	1	0	15	16	7	0	1.6000e-01	NA	0	7	High
INTS1	ENST00000404767	1	0	0	3	0	3	4.7600e-01	NA	0	6	Moderate
CAMTA1	ENST00000303635	0	1	20	0	16	0	1.7200e-01	3	0	3	Low
ORC1	ENST00000371568	0	0	29	0	7	0	8.8100e-01	NA	0	8	High
AC092964.1	ENST00000366261	0	0	0	0	0	0	1.7370e+00	NA	0	0	Unknown
C3orf56	ENST00000398112	0	0	32	0	5	0	NA	NA	0	6	Moderate
SAMSN1	ENST00000285670	2	0	33	18	14	0	1.2270e+00	NA	0	6	Moderate
FAM198A	ENST00000430121	1	0	7	8	3	8	1.5940e+00	NA	0	5	Low
GMPPA	ENST00000358215	2	0	53	16	1	8	9.4300e-01	30	0	8	High
AIPL1	ENST00000381129	0	0	10	0	4	0	1.0690e+00	NA	0	8	High
IL24	ENST00000391929	4	0	43	29	9	0	1.5450e+00	NA	0	6	Moderate
BDKRB1	ENST00000216629	4	0	65	26	1	0	1.0970e+00	NA	0	6	Moderate
MLF1	ENST00000392822	3	0	35	24	5	8	1.2190e+00	NA	0	6	Moderate
THADA	ENST00000405006	3	0	47	18	0	5	9.6800e-01	NA	0	6	Moderate
